_id,Commentaire_Client,commentaire_moderateur,date,date_correction_spark,date_suppression_spark,emojis_corrige_spark,emojis_originaux,emojis_sentiment,emojis_supprimes_du_texte,metadata,moderateur,normalized_arabert,normalized_full,source,statut,traite,nettoyage_v4_applique,expression_sociale,flag_social,expression_suggestion,flag_suggestion,suggestion_type,expression_plainte,flag_plainte,plainte_type,expression_negation,flag_negation,negation_type,updated_at,expression_mixte,flag_mixte,mixte_type,encouragement_type,expression_encouragement,flag_encouragement,annoté,confidence,conflit,label_final,labels_originaux,reason,score,flag_positif,subtype_positif,subtype_negation,subtype_mixte,subtype_social,subtype_encouragement,subtype_plainte,subtype_suggestion,reason_groupe,reason_v2,label_id,true_label,pred_label
69de5f8945b81689600c41fb,بزاااف حق ربي لا بزااف بينق هابط روطار متقدر تحل لايف متقدر تلعب قطعتوها علينا,يمكنكم التبليغ عن انشغالكم فيما يخص البينغ عبر الرابط التالي https / masqué,05/01/2026 09:23,,,,,,,"{'fichier': 'Social-Media-Analytics1.xlsx', 'ligne': 6946, 'date_import': datetime.datetime(2026, 4, 14, 16, 38, 49, 271000)}",Mounira Rai,بزاف حق ربي لا بزاف بينق هابط روطار متقدر تحل لايف متقدر تلعب قطعتوها علينا,بزاف حق ربي لا بزاف بينق هابط روطار متقدر تحل لايف متقدر تلعب قطعتوها علينا,Facebook,sans_doublons,False,True,,0,,0,,,0,,لا بزاف,1,neg_seule,2026-04-10,,0,,,,0,True,1.0,False,negatif,negatif,ping catastrophique empêchant le jeu,-0.85,0,,neg_seule,,,,,,probleme_technique,probleme_technique,8,probleme_technique,absence_service
69de5f8845b81689600c2b49,راني في 4 اشهر ملي درت طلب تحويل ولا جديد يذكر,ندعوكم لتقديم كافة المعلومات الخاصة بحسابكم عبر الخاص لنتمكن من تقديم المساعدة، شكراً جزيلاً لكم.,26/01/2026 08:26,,,,,,,"{'fichier': 'Social-Media-Analytics1.xlsx', 'ligne': 1136, 'date_import': datetime.datetime(2026, 4, 14, 16, 38, 48, 768000)}",Sonia AITTAHAR,راني في 4 اشهر ملي درت طلب تحويل ولا جديد يذكر,راني في 4 اشهر ملي درت طلب تحويل ولا جديد يذكر,Facebook,sans_doublons,False,True,,0,,0,,,0,,,0,,2026-04-10,,0,,,,0,True,0.98,False,negatif,negatif,demande transfert sans suite,-0.8,0,,,,,,,,service_client,service_client,10,service_client,absence_service
69de5f8d45b81689600c87db,J ai pas pu l activer,"Veuillez nous fournir plus de renseignements sur votre préoccupation en nous envoyant un message en privé, merci.",07/12/2025 10:09,,,,,,,"{'fichier': 'Social-Media-Analytics3.xlsx', 'ligne': 7056, 'date_import': datetime.datetime(2026, 4, 14, 16, 38, 53, 665000)}",Hiba GUELLIL,j ai pas pu l activer,j ai pas pu l activer,Facebook,sans_doublons,False,True,,0,,0,,,0,,,0,,2026-04-10,,0,,,,0,True,0.9,False,negatif,negatif,échec activation service,-0.4,0,,,,,,,,probleme_technique,probleme_technique,8,probleme_technique,absence_service
69de5f8d45b81689600c7b3e,Gh talgo internet hda m khsna,الرجاء مشاركتنا تفاصيل انشغالكم عبر الرسائل الخاصة للصفحة مع ارفاق كل المعلومات الضرورية🙏,18/12/2025 15:02,,,,,,,"{'fichier': 'Social-Media-Analytics3.xlsx', 'ligne': 3827, 'date_import': datetime.datetime(2026, 4, 14, 16, 38, 53, 469000)}",Hiba GUELLIL,gh talgo internet hda m khsna,gh talgo internet hda m khsna,Facebook,sans_doublons,False,True,,0,,0,,,0,,,0,,2026-04-10,,0,,,,0,True,0.85,False,negatif,negatif,insatisfaction sur le service,-0.7,0,,,,,,,,frustration_generale,autre,2,autre,probleme_technique
69de5f8d45b81689600c6f84,لماذا لا يتم منح لاباري تاع التلفون مع المودام,مرحبا، يمكنكم الاطلاع على مختلف الأجهزة الهاتفية المتوفرة عبر متجرنا الإلكتروني https /idoom-market.com.dz/fr/produits/15 دليل,28/12/2025 20:44,,,,,,,"{'fichier': 'Social-Media-Analytics3.xlsx', 'ligne': 825, 'date_import': datetime.datetime(2026, 4, 14, 16, 38, 53, 266000)}",Dalil ZERGOUG,لماذا لا يتم منح لاباري تاع التلفون مع المودم,لماذا لا يتم منح لاباري تاع التلفون مع المودم,Facebook,sans_doublons,False,True,,0,,0,,,0,,لا يتم,1,neg_seule,2026-04-10,,0,,,,0,True,0.5,False,neutre,neutre,demande d'information,,0,,neg_seule,,,,,,demande_information,demande_information,5,demande_information,probleme_technique
69de5f8845b81689600c28ae,حسبي لله ونعم الوكيل فيهم,masqué,30/01/2026 14:37,,,,,,,"{'fichier': 'Social-Media-Analytics1.xlsx', 'ligne': 469, 'date_import': datetime.datetime(2026, 4, 14, 16, 38, 48, 707000)}",Mounira Rai,حسبي لله ونعم الوكيل فيهم,حسبي لله ونعم الوكيل فيهم,Facebook,sans_doublons,False,True,,0,,0,,,0,,,0,,2026-04-10,,0,,,,0,True,0.95,False,negatif,negatif,plainte générale contre l'entreprise,-0.9,0,,,,,,,,reclamation_formelle,absence_service,0,absence_service,autre
69de5f8d45b81689600c8e55,Algérie Télécom إتصالات الجزائر ردودكم احسن من الواقع بكثير,masqué,01/12/2025 12:34,,,,,,,"{'fichier': 'Social-Media-Analytics3.xlsx', 'ligne': 8714, 'date_import': datetime.datetime(2026, 4, 14, 16, 38, 53, 765000)}",Hiba GUELLIL,algérie télécom اتصالات الجزائر ردودكم احسن من الواقع بكثير,algérie télécom اتصالات الجزائر ردودكم احسن من الواقع بكثير,Facebook,sans_doublons,False,True,,0,,0,,,0,,,0,,2026-04-10,,0,,,,0,True,0.95,False,negatif,negatif,absence de service,-0.9,1,positif_pur,,,,,,,absence_service,absence_service,0,absence_service,autre
69de5f8d45b81689600c8c7b,لم تصل لنا بعد,نعلمكم سيدي أن عملية التركيب تتم بصفة منتظمة ودقيقة حتى نتمكن من تزويدكم باحسن الخدمات. نشكركم لتفهمكم 😊,03/12/2025 14:01,,,,,,,"{'fichier': 'Social-Media-Analytics3.xlsx', 'ligne': 8240, 'date_import': datetime.datetime(2026, 4, 14, 16, 38, 53, 736000)}",Romaissa ZEHIOUA,لم تصل لنا بعد,لم تصل لنا بعد,Instagram,sans_doublons,False,True,,0,,0,,,0,,لم تصل,1,neg_seule,2026-04-10,,0,,,,0,True,,False,negatif,negatif,,-0.75,0,,neg_seule,,,,,,autre,autre,2,autre,service_client
69de5f8845b81689600c3128,وتدفق ربي يجيب,masqué,20/01/2026 13:00,2026-04-14 16:55:57,2026-04-14 16:55:57,True,['🤣'],['emoji'],True,"{'fichier': 'Social-Media-Analytics1.xlsx', 'ligne': 2639, 'date_import': datetime.datetime(2026, 4, 14, 16, 38, 48, 896000)}",Ahlem Baroudi,وتدفق ربي يجيب,وتدفق ربي يجيب,Facebook,sans_doublons,False,True,,0,,0,,,0,,,0,,2026-04-10,,0,,,,0,True,0.5,False,negatif,negatif,commentaire neutre,,0,,,,,,,,social_non_pertinent,social_non_pertinent,11,social_non_pertinent,demande_information
69de5f8945b81689600c36e8,علاش الموقع تعكم يخرجلي خطأ vérifier les informations كي نخرج رقم الزبون,ندعوكم لتواصل معنا في الخاص وسيتم التكفل بإنشغالكم ، شكرا لكم . 🙏,14/01/2026 19:47,,,,,,,"{'fichier': 'Social-Media-Analytics1.xlsx', 'ligne': 4111, 'date_import': datetime.datetime(2026, 4, 14, 16, 38, 49, 29000)}",Hiba GUELLIL,علاش الموقع تعكم يخرجلي خطا vérifier les informations كي نخرج رقم الزبون,علاش الموقع تعكم يخرجلي خطا vérifier les informations كي نخرج رقم الزبون,Facebook,sans_doublons,False,True,,0,,0,,,0,,,0,,2026-04-10,,0,,,,0,True,,False,negatif,negatif,,-0.8,0,,,,,,,,autre,autre,2,autre,probleme_technique
69de5f8b45b81689600c68d8,4g سمحتو فيها,يمكنكم التواصل بنا عبر الخاص لمزيد من المعلومات 😊,04/11/2025 09:57,,,,,,,"{'fichier': 'Social-Media-Analytics2.xlsx', 'ligne': 8665, 'date_import': datetime.datetime(2026, 4, 14, 16, 38, 51, 424000)}",Ines GUECHIDA,4 g سمحتو فيها,4 g سمحتو فيها,Facebook,sans_doublons,False,True,,0,,0,,,0,,,0,,2026-04-10,,0,,,,0,True,0.85,False,negatif,negatif,négligence du service 4G,-0.4,0,,,,,,,,service_client,service_client,10,service_client,autre
69de5f8d45b81689600c7367,اطلقو ريزو منبعد ساهل,يمكنكم طرح انشغالاتكم فيما يخص خدماتنا عبر الرسائل الخاصة للصفحة مع ارفاق كل المعلومات الضرورية شكرا لتفهمكم.,25/12/2025 22:20,,,,,,,"{'fichier': 'Social-Media-Analytics3.xlsx', 'ligne': 1820, 'date_import': datetime.datetime(2026, 4, 14, 16, 38, 53, 347000)}",Aimen NOURI,اطلقو شبكة منبعد ساهل,اطلقو شبكة منبعد ساهل,Facebook,sans_doublons,False,True,,0,,0,,,0,,,0,,2026-04-10,,0,,,,0,True,0.5,False,neutre,neutre,message d'espoir,,0,,,,,,,,encouragement_felicitations,encouragement_felicitations,6,encouragement_felicitations,social_non_pertinent
69de5f8d45b81689600c8291,كيف نعرف رقم زبون لفتح حساب في تطبيق,رقم الزبون الموجود في عقد الاشتراك و في الفواتير الهاتفية رقم الزبون يبدا ب 10 / 11 يمكنكم التواصل بنا عبر الخاص نحن في الخدمة 😊 منيرة,11/12/2025 16:54,,,,,,,"{'fichier': 'Social-Media-Analytics3.xlsx', 'ligne': 5702, 'date_import': datetime.datetime(2026, 4, 14, 16, 38, 53, 581000)}",Mounira Rai,كيف نعرف رقم زبون لفتح حساب في تطبيق,كيف نعرف رقم زبون لفتح حساب في تطبيق,Facebook,sans_doublons,False,True,,0,,0,,,0,,,0,,2026-04-10,,0,,,,0,True,1.0,False,neutre,neutre,procédure obtention numéro client,,0,,,,,,,,service_client,service_client,10,service_client,demande_information
69de5f8d45b81689600c744b,رانا في قريب شهر ماجاوش يركبوه عطاوني مودام و رقم الهاتف الثابت ولا اتصال,الرجاء ارسال هذا الانشغال على الخاص مرفقا بالمعلومات التالية رقم اشتراككم رقم هاتفكم المحمول اسم ولقب صاحب الخط شكرا لكم,25/12/2025 11:59,2026-04-14 16:56:01,2026-04-14 16:56:01,True,['🤬'],['emoji'],True,"{'fichier': 'Social-Media-Analytics3.xlsx', 'ligne': 2048, 'date_import': datetime.datetime(2026, 4, 14, 16, 38, 53, 361000)}",Sonia AITTAHAR,رانا في قريب شهر ماجاوش يركبوه عطاوني مودم و رقم الهاتف الثابت ولا اتصال,رانا في قريب شهر ماجاوش يركبوه عطاوني مودم و رقم الهاتف الثابت ولا اتصال,Facebook,sans_doublons,False,True,,0,,0,,,0,,,0,,2026-04-10,,0,,,,0,True,0.95,False,negatif,negatif,absence d'installation,-0.9,0,,,,,,,,absence_service,absence_service,0,absence_service,delai_installation
69de5f8b45b81689600c576b,المشكل لخيط كامل مكانش,نعلمكم سيدي أن عملية التركيب تتم بصفة منتظمة ودقيقة حتى نتمكن من تزويدكم باحسن الخدمات. نشكركم لتفهمكم 😊,19/11/2025 07:44,,,,,,,"{'fichier': 'Social-Media-Analytics2.xlsx', 'ligne': 4204, 'date_import': datetime.datetime(2026, 4, 14, 16, 38, 51, 43000)}",Romaissa ZEHIOUA,المشكل لخيط كامل مكانش,المشكل لخيط كامل مكانش,Facebook,sans_doublons,False,True,,0,,0,,,0,,مكانش,1,neg_neg,2026-04-10,,0,,,,0,True,0.9,False,negatif,negatif,absence de service,-0.8,0,,neg_neg,,,,,,absence_service,absence_service,0,absence_service,probleme_technique
69de5f8b45b81689600c615d,اسم ونوع المودام المهدى من اتصالات الجزائر,"اكتشفوا العرض الجديد والمميز Idoom 4G LTE من اتصالات الجزائر بدون التزام، بسعر 7,500 دج فقط. استفيدوا من مودم مجاني عند الاشتراك، وحجم إنترنت قدره 1 تيرابايت بتدفق غير محدود وصلاحية 90 يومًا، بالإضافة إلى مكالمات غير محدودة نحو شبكة اتصالات الجزائر.🙏 عرض استثنائي بخدمات أكثر وقيمة أفضل، متاح لكل الزبائن بما فيهم الطلبة المقيمون في الإقامات الجامعية. للمزيد من المعلومات، يمكنكم التواصل معنا عبر الرسائل الخاصة للصفحة.☺️",11/11/2025 14:56,,,,,,,"{'fichier': 'Social-Media-Analytics2.xlsx', 'ligne': 6750, 'date_import': datetime.datetime(2026, 4, 14, 16, 38, 51, 262000)}",Hiba GUELLIL,اسم ونوع المودم المهدى من اتصالات الجزائر,اسم ونوع المودم المهدى من اتصالات الجزائر,Facebook,sans_doublons,False,True,,0,,0,,,0,,,0,,2026-04-10,,0,,,,0,True,0.97,False,neutre,neutre,demande d'informations techniques matériel,,0,,,,,,,,demande_information,demande_information,5,demande_information,satisfaction_positive
69de5f8d45b81689600c873f,المودام غير متوفر عندو عامين داير دوموند مكان والو منين نروح يقولولي مكانش,للتمكن من مساعدتكم، نرجو إرسال الانشغال عبر الخاص مع المعلومات التالية رقم الهاتف المحمول، الاسم واللقب، عنوان الإقامة، واسم الوكالة التجارية. 🙏,08/12/2025 10:20,,,,,,,"{'fichier': 'Social-Media-Analytics3.xlsx', 'ligne': 6900, 'date_import': datetime.datetime(2026, 4, 14, 16, 38, 53, 656000)}",Mounira Rai,المودم غير متوفر عندو عامين داير دوموند مكان والو منين نروح يقولولي مكانش,المودم غير متوفر عندو عامين داير دوموند مكان والو منين نروح يقولولي مكانش,Facebook,sans_doublons,False,True,,0,,0,,,0,,غير متوفر,1,neg_seule,2026-04-10,,0,,,,0,True,0.98,False,negatif,negatif,retard deux ans modem,-0.8,0,,neg_seule,,,,,,delai_installation,delai_installation,3,delai_installation,absence_service
69de5f8b45b81689600c6033,نخلصو بدراهمنا وماتمشيش,ندعوكم لتقديم كافة المعلومات الخاصة بحسابكم عبر الخاص لنتمكن من تقديم المساعدة🙏,12/11/2025 10:23,,,,,,,"{'fichier': 'Social-Media-Analytics2.xlsx', 'ligne': 6452, 'date_import': datetime.datetime(2026, 4, 14, 16, 38, 51, 238000)}",Nihed LEBCIR,نخلصو بدراهمنا وماتمشيش,نخلصو بدراهمنا وماتمشيش,Facebook,sans_doublons,False,True,,0,,0,,,0,,,0,,2026-04-10,,0,,,,0,True,0.9,False,negatif,negatif,absence de service payé,-0.8,0,,,,,,,,absence_service,absence_service,0,absence_service,autre
69de5f8945b81689600c418a,تم قطع اتصال انترنت مع اني مخلص كي من انترنت و الفيكس,ندعوكم للتواصل معنا عبر الخاص قصد تزويدنا بمعلومات أوفر فيما يخص انشغالكم لنتمكن من تقديم المساعدة ، شكرا.,05/01/2026 15:40,,,,,,,"{'fichier': 'Social-Media-Analytics1.xlsx', 'ligne': 6833, 'date_import': datetime.datetime(2026, 4, 14, 16, 38, 49, 261000)}",Sonia AITTAHAR,تم قطع اتصال انترنت مع اني مخلص كي من انترنت و الخط الثابت,تم قطع اتصال انترنت مع اني مخلص كي من انترنت و الخط الثابت,Facebook,sans_doublons,False,True,,0,,0,,,0,,,0,,2026-04-10,,0,,,,0,True,1.0,False,negatif,negatif,coupure injustifiée malgré paiement,-0.8,0,,,,,,,,facturation_offre,facturation_offre,7,facturation_offre,absence_service
69de5f8845b81689600c2fd7,Chehal yakadbo 6 h w ana n3ayat wlh ma rafdo 3liya,masquè,21/01/2026 12:49,,,,,,,"{'fichier': 'Social-Media-Analytics1.xlsx', 'ligne': 2302, 'date_import': datetime.datetime(2026, 4, 14, 16, 38, 48, 867000)}",Ines Ikram CHABBI,chehal yakadbo 6 h w ana n 3 ayat والله ma rafdo 3 liya,chehal yakadbo 6 h w ana n 3 ayat والله ma rafdo 3 liya,Facebook,sans_doublons,False,True,,0,,0,,,0,,,0,,2026-04-10,,0,,,,0,True,0.9,False,negatif,negatif,absence de réponse après plusieurs appels,-0.8,0,,,,,,,,service_client,service_client,10,service_client,social_non_pertinent
69de5f8d45b81689600c796e,علاه تكدبو,msq,20/12/2025 21:18,,,,,,,"{'fichier': 'Social-Media-Analytics3.xlsx', 'ligne': 3363, 'date_import': datetime.datetime(2026, 4, 14, 16, 38, 53, 441000)}",Aimen NOURI,علاه تكدبو,علاه تكدبو,Facebook,sans_doublons,False,True,,0,,0,,,0,,,0,,2026-04-10,,0,,,,0,True,0.95,False,negatif,negatif,perception de mensonge,-0.85,0,,,,,,,,reclamation_formelle,absence_service,0,absence_service,autre
69de5f8b45b81689600c650c,تطبيق فاشل وبه عده ثغرات قاتله,masquer,08/11/2025 15:35,,,,,,,"{'fichier': 'Social-Media-Analytics2.xlsx', 'ligne': 7693, 'date_import': datetime.datetime(2026, 4, 14, 16, 38, 51, 345000)}",Nihad BOUBEKEUR,تطبيق فاشل وبه عده ثغرات قاتله,تطبيق فاشل وبه عده ثغرات قاتله,Facebook,sans_doublons,False,True,,0,,0,,,0,,,0,,2026-04-10,,0,,,,0,True,0.95,False,negatif,negatif,application très décevante,-0.9,0,,,,,,,,reclamation_formelle,absence_service,0,absence_service,application_mobile
69de5f8d45b81689600c8139,او رجعولي الانترنت قبل ما يفوت الماتش,masqué,12/12/2025 15:28,,,,,,,"{'fichier': 'Social-Media-Analytics3.xlsx', 'ligne': 5358, 'date_import': datetime.datetime(2026, 4, 14, 16, 38, 53, 560000)}",Hiba GUELLIL,او رجعولي الانترنت قبل ما يفوت الماتش,او رجعولي الانترنت قبل ما يفوت الماتش,Facebook,sans_doublons,False,True,,0,,0,,,0,,,0,,2026-04-10,,0,,,,0,True,0.95,False,negatif,negatif,urgence rétablissement internet,-0.6,0,,,,,,,,probleme_technique,probleme_technique,8,probleme_technique,autre
69de5f8945b81689600c3bb9,وصلو لكبل قبل,نعلمكم اننا نكثف من جهودنا من أجل مواصلة تعميم ونشر هذه التكنولوجيا على باقي مناطق الوطن سواء من خلال ربط السكنات الغير موصولة أو عصرنة الشبكة النحاسية واستبدالها بشبكة الألياف البصرية.,10/01/2026 08:42,,,,,,,"{'fichier': 'Social-Media-Analytics1.xlsx', 'ligne': 5344, 'date_import': datetime.datetime(2026, 4, 14, 16, 38, 49, 133000)}",Mounira Rai,وصلو لكبل قبل,وصلو لكبل قبل,Facebook,sans_doublons,False,True,,0,,0,,,0,,,0,,2026-04-10,,0,,,,0,True,0.5,False,negatif,negatif,comment neutre,,0,,,,,,,,social_non_pertinent,social_non_pertinent,11,social_non_pertinent,satisfaction_positive
69de5f8d45b81689600c8daa,Algérie Télécom إتصالات الجزائر أنا على الخاص,msq,01/12/2025 23:52,,,,,,,"{'fichier': 'Social-Media-Analytics3.xlsx', 'ligne': 8543, 'date_import': datetime.datetime(2026, 4, 14, 16, 38, 53, 755000)}",Aimen NOURI,algérie télécom اتصالات الجزائر انا على الخاص,algérie télécom اتصالات الجزائر انا على الخاص,Facebook,sans_doublons,False,True,,0,,0,,,0,,,0,,2026-04-10,,0,,,,0,True,0.5,False,neutre,neutre,demande de contact,,0,,,,,,,,demande_information,demande_information,5,demande_information,social_non_pertinent
